trade_id,entry_time,exit_time,entry_ts_ms,exit_ts_ms,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason
1,2019-04-10T20:00:00Z,2019-04-28T04:00:00Z,1554926400000,1556424000000,5170.82,5303.65,0.81661717,104.14,2.57,17.33,vdo_trend_accel,trailing_stop
2,2019-04-29T00:00:00Z,2019-05-17T04:00:00Z,1556496000000,1558065600000,5388.94,7339.90,1.77070066,3441.56,36.20,18.17,vdo_trend_accel,trailing_stop
3,2019-05-17T20:00:00Z,2019-06-04T00:00:00Z,1558123200000,1559606400000,7627.32,8111.20,1.68696687,802.60,6.34,17.17,vdo_dip_buy,trailing_stop
4,2019-06-06T04:00:00Z,2019-06-27T16:00:00Z,1559793600000,1561651200000,7883.53,11823.49,1.75729656,6902.91,49.98,21.50,vdo_trend_accel,trailing_stop
5,2019-07-03T04:00:00Z,2019-07-12T04:00:00Z,1562126400000,1562904000000,11436.42,11183.36,1.40012142,-369.98,-2.21,9.00,vdo_trend_accel,trailing_stop
6,2019-07-18T08:00:00Z,2019-07-23T16:00:00Z,1563436800000,1563897600000,10494.30,9925.13,1.15040227,-666.20,-5.42,5.33,vdo_trend_accel,trailing_stop
7,2019-07-25T04:00:00Z,2019-08-11T00:00:00Z,1564027200000,1565481600000,9881.83,11303.02,1.90376112,2684.09,14.38,16.83,vdo_trend_accel,trailing_stop
8,2019-08-16T16:00:00Z,2019-08-21T16:00:00Z,1565971200000,1566403200000,10328.39,9981.28,2.09815409,-749.24,-3.36,5.00,vdo_trend_accel,emergency_dd
9,2019-08-23T16:00:00Z,2019-08-28T20:00:00Z,1566576000000,1567022400000,10267.12,9679.90,1.81838628,-1085.38,-5.72,5.17,vdo_trend_accel,emergency_dd
10,2019-08-31T00:00:00Z,2019-09-09T04:00:00Z,1567209600000,1568001600000,9637.44,10294.56,2.17027116,1403.77,6.82,9.17,vdo_trend_accel,trailing_stop
11,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,1568246400000,1568865600000,10240.29,9817.30,2.13840284,-925.51,-4.13,7.17,vdo_trend_accel,emergency_dd
12,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,1568937600000,1569283200000,10151.07,9696.86,1.34094484,-622.06,-4.47,4.00,vdo_trend_accel,emergency_dd
13,2019-09-26T00:00:00Z,2019-11-01T04:00:00Z,1569456000000,1572580800000,8259.12,9059.14,2.43297970,1924.37,9.69,36.17,vdo_dip_buy,trailing_stop
14,2019-11-02T00:00:00Z,2019-11-15T16:00:00Z,1572652800000,1573833600000,9272.20,8474.79,2.12893483,-1715.68,-8.60,13.67,vdo_trend,emergency_dd
15,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,1573963200000,1574352000000,8486.68,7627.23,0.86263682,-747.97,-10.13,4.50,vdo_trend_accel,emergency_dd
16,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,1579248000000,1581883200000,9167.65,9740.55,1.99777400,1125.08,6.25,30.50,vdo_trend_accel,trailing_stop
17,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,1582041600000,1582704000000,9825.20,9143.05,2.16134565,-1494.12,-6.94,7.67,vdo_trend_accel,emergency_dd
18,2020-02-29T00:00:00Z,2020-03-08T12:00:00Z,1582934400000,1583668800000,8698.78,8736.49,2.17044476,62.88,0.43,8.50,vdo_trend_accel,trailing_stop
19,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,1583899200000,1584000000000,7931.96,7388.05,1.34884928,-743.61,-6.86,1.17,vdo_trend_accel,emergency_dd
20,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,1588320000000,1589083200000,9178.31,8617.99,0.18430295,-104.86,-6.10,8.83,vdo_trend,trailing_stop
21,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,1589731200000,1590364800000,9707.65,8713.35,1.62001457,-1624.91,-10.24,7.33,vdo_trend_accel,emergency_dd
22,2020-05-26T08:00:00Z,2020-06-04T08:00:00Z,1590480000000,1591257600000,9117.77,9644.28,1.82753273,944.60,5.77,9.00,vdo_trend_accel,trailing_stop
23,2020-06-05T00:00:00Z,2020-06-27T20:00:00Z,1591315200000,1593288000000,9627.90,8932.54,1.84050531,-1296.27,-7.22,22.83,vdo_trend_accel,emergency_dd
24,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,1593460800000,1596412800000,9181.71,11065.27,1.74870011,3274.43,20.51,34.17,vdo_trend_accel,trailing_stop
25,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,1597032000000,1598054400000,11892.26,11524.89,1.55771188,-590.21,-3.09,11.83,vdo_trend_accel,emergency_dd
26,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,1598140800000,1599148800000,11696.08,10664.41,1.59528305,-1662.81,-8.82,11.67,vdo_trend_accel,emergency_dd
27,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,1599379200000,1600704000000,10246.21,10413.04,1.65611156,259.04,1.63,15.33,vdo_trend_accel,trailing_stop
28,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,1601107200000,1603958400000,10729.41,13131.64,1.64639858,3933.42,22.39,33.00,vdo_trend,trailing_stop
29,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,1604131200000,1606377600000,13905.98,17601.24,1.52928722,5624.20,26.57,26.00,vdo_trend,trailing_stop
30,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,1606564800000,1607472000000,18140.65,18314.03,1.44223240,223.65,0.96,10.50,vdo_trend_accel,trailing_stop
31,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,1607745600000,1610352000000,18464.89,34353.35,1.43141689,22693.84,86.05,30.17,vdo_trend_accel,trailing_stop
32,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,1610553600000,1611115200000,36370.34,35043.21,0.86481518,-1178.03,-3.65,6.50,vdo_trend,trailing_stop
33,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,1611374400000,1614052800000,37566.68,51872.19,1.02344400,14587.80,38.08,31.00,vdo_trend,trailing_stop
34,2021-03-02T00:00:00Z,2021-03-16T04:00:00Z,1614643200000,1615867200000,51384.85,54242.81,1.10131110,3087.77,5.56,14.17,vdo_trend_accel,trailing_stop
35,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,1616256000000,1618675200000,58198.75,60231.51,1.05547462,2081.95,3.49,28.00,vdo_trend_accel,trailing_stop
36,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,1619323200000,1620172800000,51094.68,53175.79,1.15343622,2339.09,4.07,9.83,vdo_trend,trailing_stop
37,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,1620302400000,1620936000000,58019.90,48543.26,0.37226231,-3545.87,-16.33,7.33,vdo_trend_accel,fixed_stop
38,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,1621497600000,1621785600000,39643.40,33298.10,0.34355764,-2191.42,-16.01,3.33,vdo_trend_accel,fixed_stop
39,2021-07-31T00:00:00Z,2021-08-19T04:00:00Z,1627689600000,1629345600000,42492.68,44022.75,0.53470478,794.59,3.60,19.17,vdo_trend_accel,trailing_stop
40,2021-08-19T20:00:00Z,2021-08-26T12:00:00Z,1629403200000,1629979200000,47437.25,46810.14,1.07548067,-724.79,-1.32,6.67,vdo_trend_accel,trailing_stop
41,2021-08-27T16:00:00Z,2021-09-08T04:00:00Z,1630080000000,1631073600000,48701.13,46424.86,1.28703600,-2989.39,-4.67,11.50,vdo_trend_accel,trailing_stop
42,2021-09-11T08:00:00Z,2021-09-20T08:00:00Z,1631347200000,1632124800000,45068.75,44805.36,0.42425926,-130.76,-0.58,9.00,vdo_trend,trailing_stop
43,2021-09-22T16:00:00Z,2021-10-22T00:00:00Z,1632326400000,1634860800000,43662.00,62158.95,1.37027652,25260.76,42.36,29.33,vdo_trend_accel,trailing_stop
44,2021-10-25T04:00:00Z,2021-11-12T12:00:00Z,1635134400000,1636718400000,62611.83,63718.13,1.33001435,1386.65,1.77,18.33,vdo_trend_accel,trailing_stop
45,2021-11-15T08:00:00Z,2021-12-04T04:00:00Z,1636963200000,1638590400000,59613.25,51971.41,1.39706653,-10748.76,-12.82,18.83,vdo_trend,emergency_dd
46,2021-12-12T00:00:00Z,2021-12-13T16:00:00Z,1639267200000,1639411200000,49454.33,47226.03,1.22007928,-2776.32,-4.51,1.67,vdo_trend_accel,emergency_dd
47,2021-12-15T00:00:00Z,2021-12-28T20:00:00Z,1639526400000,1640721600000,48787.83,47663.23,0.97291843,-1140.51,-2.31,13.83,vdo_trend_accel,trailing_stop
48,2021-12-31T16:00:00Z,2022-01-21T00:00:00Z,1640966400000,1642723200000,48031.78,40658.55,0.45720605,-3389.67,-15.35,20.33,vdo_trend_accel,fixed_stop
49,2023-03-30T08:00:00Z,2023-04-17T08:00:00Z,1680163200000,1681718400000,28402.68,29821.89,2.37389614,3298.27,5.00,18.00,vdo_trend_accel,trailing_stop
50,2023-04-18T12:00:00Z,2023-04-20T00:00:00Z,1681819200000,1681948800000,30397.10,28781.26,1.31023607,-2154.83,-5.32,1.50,vdo_trend_accel,emergency_dd
51,2023-04-22T20:00:00Z,2023-05-01T16:00:00Z,1682193600000,1682956800000,27721.17,28155.15,2.09577615,850.51,1.57,8.83,vdo_trend_accel,trailing_stop
52,2023-05-04T08:00:00Z,2023-07-08T08:00:00Z,1683187200000,1688803200000,27672.45,30176.76,2.52110058,6237.52,9.05,65.00,vdo_trend,trailing_stop
53,2023-07-09T16:00:00Z,2023-07-24T12:00:00Z,1688918400000,1690200000000,30577.55,29253.89,2.47656840,-3350.57,-4.33,14.83,vdo_trend_accel,emergency_dd
54,2023-07-28T16:00:00Z,2023-08-17T16:00:00Z,1690560000000,1692288000000,29381.01,27918.66,2.43368674,-3626.85,-4.98,20.00,vdo_trend_accel,emergency_dd
